"School Year","District Code","District","School Code","Organization","Race","Gender","Grade","SpecialDemo","Geography","SubGroup","RowStatus","Dropouts","Students","PctDropouts"
"2019","0","State of Delaware","0","State of Delaware","White","All Students","All Students","All Students","All Students","White","REPORTED","183","18,949","1"
"2019","0","State of Delaware","0","State of Delaware","White","Female","9th Grade","Active EL Students","All Students","White/Female/9th Grade/Active EL Students","REDACTED",,"18",
"2019","0","State of Delaware","0","State of Delaware","White","Female","9th Grade","Homeless","All Students","White/Female/9th Grade/Homeless","REDACTED",,"20",
"2019","0","State of Delaware","0","State of Delaware","White","Female","9th Grade","Low-Income","All Students","White/Female/9th Grade/Low-Income","REPORTED","8","441","1.8"
"2019","0","State of Delaware","0","State of Delaware","White","Female","9th Grade","Non-EL Students","All Students","White/Female/9th Grade/Non-EL Students","REPORTED","20","2,364","0.8"
"2019","0","State of Delaware","0","State of Delaware","White","Female","9th Grade","Non-Foster Care","All Students","White/Female/9th Grade/Non-Foster Care","REDACTED",,"2,420",
"2019","0","State of Delaware","0","State of Delaware","White","Female","9th Grade","Non-Homeless","All Students","White/Female/9th Grade/Non-Homeless","REPORTED","20","2,406","0.8"
"2019","0","State of Delaware","0","State of Delaware","White","Female","9th Grade","Non Low-Income","All Students","White/Female/9th Grade/Non Low-Income","REPORTED","13","1,985","0.7"
"2019","0","State of Delaware","0","State of Delaware","White","Female","9th Grade","Non-SWD","All Students","White/Female/9th Grade/Non-SWD","REPORTED","15","2,141","0.7"
"2019","0","State of Delaware","0","State of Delaware","White","Female","9th Grade","Students with Disabilities","All Students","White/Female/9th Grade/Students with Disabilities","REPORTED","6","285","2.1"
"2019","0","State of Delaware","0","State of Delaware","White","Female","10th Grade","Foster Care","All Students","White/Female/10th Grade/Foster Care","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","White","Female","10th Grade","Homeless","All Students","White/Female/10th Grade/Homeless","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","White","Female","10th Grade","Low-Income","All Students","White/Female/10th Grade/Low-Income","REPORTED","11","378","2.9"
"2019","0","State of Delaware","0","State of Delaware","White","Female","10th Grade","Non-EL Students","All Students","White/Female/10th Grade/Non-EL Students","REPORTED","21","2,317","0.9"
"2019","0","State of Delaware","0","State of Delaware","White","Female","10th Grade","Non-Foster Care","All Students","White/Female/10th Grade/Non-Foster Care","REPORTED","20","2,361","0.8"
"2019","0","State of Delaware","0","State of Delaware","White","Female","10th Grade","Non-Homeless","All Students","White/Female/10th Grade/Non-Homeless","REPORTED","20","2,361","0.8"
"2019","0","State of Delaware","0","State of Delaware","White","Female","10th Grade","Non Low-Income","All Students","White/Female/10th Grade/Non Low-Income","REPORTED","10","1,992","0.5"
"2019","0","State of Delaware","0","State of Delaware","White","Female","10th Grade","Non-SWD","All Students","White/Female/10th Grade/Non-SWD","REPORTED","15","2,129","0.7"
"2019","0","State of Delaware","0","State of Delaware","White","Female","10th Grade","Students with Disabilities","All Students","White/Female/10th Grade/Students with Disabilities","REPORTED","6","241","2.5"
"2019","0","State of Delaware","0","State of Delaware","White","Female","11th Grade","Low-Income","All Students","White/Female/11th Grade/Low-Income","REPORTED","8","310","2.6"
"2019","0","State of Delaware","0","State of Delaware","White","Female","11th Grade","Non-EL Students","All Students","White/Female/11th Grade/Non-EL Students","REPORTED","17","2,188","0.8"
"2019","0","State of Delaware","0","State of Delaware","White","Female","11th Grade","Non-Foster Care","All Students","White/Female/11th Grade/Non-Foster Care","REPORTED","17","2,216","0.8"
"2019","0","State of Delaware","0","State of Delaware","White","Female","11th Grade","Non-Homeless","All Students","White/Female/11th Grade/Non-Homeless","REPORTED","17","2,210","0.8"
"2019","0","State of Delaware","0","State of Delaware","White","Female","11th Grade","Non Low-Income","All Students","White/Female/11th Grade/Non Low-Income","REPORTED","9","1,909","0.5"
"2019","0","State of Delaware","0","State of Delaware","White","Female","11th Grade","Non-SWD","All Students","White/Female/11th Grade/Non-SWD","REPORTED","13","2,038","0.6"
"2019","0","State of Delaware","0","State of Delaware","White","Female","11th Grade","Students with Disabilities","All Students","White/Female/11th Grade/Students with Disabilities","REDACTED",,"181",
"2019","0","State of Delaware","0","State of Delaware","White","Female","12th Grade","Homeless","All Students","White/Female/12th Grade/Homeless","REDACTED",,"19",
"2019","0","State of Delaware","0","State of Delaware","White","Female","12th Grade","Low-Income","All Students","White/Female/12th Grade/Low-Income","REPORTED","5","264","1.9"
"2019","0","State of Delaware","0","State of Delaware","White","Female","12th Grade","Non-EL Students","All Students","White/Female/12th Grade/Non-EL Students","REPORTED","14","2,123","0.7"
"2019","0","State of Delaware","0","State of Delaware","White","Female","12th Grade","Non-Foster Care","All Students","White/Female/12th Grade/Non-Foster Care","REPORTED","14","2,150","0.7"
"2019","0","State of Delaware","0","State of Delaware","White","Female","12th Grade","Non-Homeless","All Students","White/Female/12th Grade/Non-Homeless","REPORTED","13","2,136","0.6"
"2019","0","State of Delaware","0","State of Delaware","White","Female","12th Grade","Non Low-Income","All Students","White/Female/12th Grade/Non Low-Income","REPORTED","9","1,891","0.5"
"2019","0","State of Delaware","0","State of Delaware","White","Female","12th Grade","Non-SWD","All Students","White/Female/12th Grade/Non-SWD","REPORTED","10","1,932","0.5"
"2019","0","State of Delaware","0","State of Delaware","White","Female","12th Grade","Students with Disabilities","All Students","White/Female/12th Grade/Students with Disabilities","REDACTED",,"223",
"2019","0","State of Delaware","0","State of Delaware","White","Male","9th Grade","Homeless","All Students","White/Male/9th Grade/Homeless","REDACTED",,"18",
"2019","0","State of Delaware","0","State of Delaware","White","Male","9th Grade","Low-Income","All Students","White/Male/9th Grade/Low-Income","REPORTED","23","513","4.5"
"2019","0","State of Delaware","0","State of Delaware","White","Male","9th Grade","Non-EL Students","All Students","White/Male/9th Grade/Non-EL Students","REPORTED","34","2,617","1.3"
"2019","0","State of Delaware","0","State of Delaware","White","Male","9th Grade","Non-Foster Care","All Students","White/Male/9th Grade/Non-Foster Care","REPORTED","34","2,667","1.3"
"2019","0","State of Delaware","0","State of Delaware","White","Male","9th Grade","Non-Homeless","All Students","White/Male/9th Grade/Non-Homeless","REPORTED","33","2,656","1.2"
"2019","0","State of Delaware","0","State of Delaware","White","Male","9th Grade","Non Low-Income","All Students","White/Male/9th Grade/Non Low-Income","REPORTED","11","2,161","0.5"
"2019","0","State of Delaware","0","State of Delaware","White","Male","9th Grade","Non-SWD","All Students","White/Male/9th Grade/Non-SWD","REPORTED","22","2,231","1"
"2019","0","State of Delaware","0","State of Delaware","White","Male","9th Grade","Students with Disabilities","All Students","White/Male/9th Grade/Students with Disabilities","REPORTED","12","443","2.7"
"2019","0","State of Delaware","0","State of Delaware","White","Male","10th Grade","Homeless","All Students","White/Male/10th Grade/Homeless","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","White","Male","10th Grade","Low-Income","All Students","White/Male/10th Grade/Low-Income","REPORTED","11","383","2.9"
"2019","0","State of Delaware","0","State of Delaware","White","Male","10th Grade","Non-EL Students","All Students","White/Male/10th Grade/Non-EL Students","REPORTED","27","2,428","1.1"
"2019","0","State of Delaware","0","State of Delaware","White","Male","10th Grade","Non-Foster Care","All Students","White/Male/10th Grade/Non-Foster Care","REPORTED","27","2,473","1.1"
"2019","0","State of Delaware","0","State of Delaware","White","Male","10th Grade","Non-Homeless","All Students","White/Male/10th Grade/Non-Homeless","REPORTED","26","2,463","1.1"
"2019","0","State of Delaware","0","State of Delaware","White","Male","10th Grade","Non Low-Income","All Students","White/Male/10th Grade/Non Low-Income","REPORTED","16","2,094","0.8"
"2019","0","State of Delaware","0","State of Delaware","White","Male","10th Grade","Non-SWD","All Students","White/Male/10th Grade/Non-SWD","REPORTED","15","2,037","0.7"
"2019","0","State of Delaware","0","State of Delaware","White","Male","10th Grade","Students with Disabilities","All Students","White/Male/10th Grade/Students with Disabilities","REPORTED","12","440","2.7"
"2019","0","State of Delaware","0","State of Delaware","White","Male","11th Grade","Homeless","All Students","White/Male/11th Grade/Homeless","REDACTED",,"15",
"2019","0","State of Delaware","0","State of Delaware","White","Male","11th Grade","Low-Income","All Students","White/Male/11th Grade/Low-Income","REPORTED","12","318","3.8"
"2019","0","State of Delaware","0","State of Delaware","White","Male","11th Grade","Non-EL Students","All Students","White/Male/11th Grade/Non-EL Students","REPORTED","32","2,264","1.4"
"2019","0","State of Delaware","0","State of Delaware","White","Male","11th Grade","Non-Foster Care","All Students","White/Male/11th Grade/Non-Foster Care","REPORTED","32","2,303","1.4"
"2019","0","State of Delaware","0","State of Delaware","White","Male","11th Grade","Non-Homeless","All Students","White/Male/11th Grade/Non-Homeless","REPORTED","31","2,292","1.4"
"2019","0","State of Delaware","0","State of Delaware","White","Male","11th Grade","Non Low-Income","All Students","White/Male/11th Grade/Non Low-Income","REPORTED","20","1,989","1"
"2019","0","State of Delaware","0","State of Delaware","White","Male","11th Grade","Non-SWD","All Students","White/Male/11th Grade/Non-SWD","REPORTED","27","1,934","1.4"
"2019","0","State of Delaware","0","State of Delaware","White","Male","11th Grade","Students with Disabilities","All Students","White/Male/11th Grade/Students with Disabilities","REPORTED","5","373","1.3"
"2019","0","State of Delaware","0","State of Delaware","White","Male","12th Grade","Low-Income","All Students","White/Male/12th Grade/Low-Income","REPORTED","8","280","2.9"
"2019","0","State of Delaware","0","State of Delaware","White","Male","12th Grade","Military Connected Youth","All Students","White/Male/12th Grade/Military Connected Youth","REDACTED",,"78",
"2019","0","State of Delaware","0","State of Delaware","White","Male","12th Grade","Non-EL Students","All Students","White/Male/12th Grade/Non-EL Students","REPORTED","17","2,283","0.7"
"2019","0","State of Delaware","0","State of Delaware","White","Male","12th Grade","Non-Foster Care","All Students","White/Male/12th Grade/Non-Foster Care","REPORTED","17","2,316","0.7"
"2019","0","State of Delaware","0","State of Delaware","White","Male","12th Grade","Non-Homeless","All Students","White/Male/12th Grade/Non-Homeless","REPORTED","17","2,309","0.7"
"2019","0","State of Delaware","0","State of Delaware","White","Male","12th Grade","Non Low-Income","All Students","White/Male/12th Grade/Non Low-Income","REPORTED","9","2,041","0.4"
"2019","0","State of Delaware","0","State of Delaware","White","Male","12th Grade","Non-SWD","All Students","White/Male/12th Grade/Non-SWD","REPORTED","13","1,870","0.7"
