"School Year","District Code","District","School Code","Organization","Race","Gender","Grade","SpecialDemo","Geography","SubGroup","RowStatus","Dropouts","Students","PctDropouts"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","All Students","All Students","Students with Disabilities","All Students","Students with Disabilities","REPORTED","12","548","2.2"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","9th Grade","All Students","All Students","Female/9th Grade","REDACTED",,"427",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","9th Grade","Low-Income","All Students","Female/9th Grade/Low-Income","REPORTED","5","115","4.3"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","9th Grade","Non-EL Students","All Students","Female/9th Grade/Non-EL Students","REPORTED","8","389","2.1"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","9th Grade","Non-Foster Care","All Students","Female/9th Grade/Non-Foster Care","REPORTED","8","427","1.9"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","9th Grade","Non-Homeless","All Students","Female/9th Grade/Non-Homeless","REPORTED","8","416","1.9"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","9th Grade","Non Low-Income","All Students","Female/9th Grade/Non Low-Income","REDACTED",,"312",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","9th Grade","Non-SWD","All Students","Female/9th Grade/Non-SWD","REDACTED",,"357",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","9th Grade","Students with Disabilities","All Students","Female/9th Grade/Students with Disabilities","REDACTED",,"70",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","10th Grade","All Students","All Students","Female/10th Grade","REDACTED",,"446",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","10th Grade","Homeless","All Students","Female/10th Grade/Homeless","REDACTED",,,
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","10th Grade","Low-Income","All Students","Female/10th Grade/Low-Income","REDACTED",,"91",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","10th Grade","Non-EL Students","All Students","Female/10th Grade/Non-EL Students","REDACTED",,"399",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","10th Grade","Non-Foster Care","All Students","Female/10th Grade/Non-Foster Care","REDACTED",,"445",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","10th Grade","Non-Homeless","All Students","Female/10th Grade/Non-Homeless","REDACTED",,"443",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","10th Grade","Non Low-Income","All Students","Female/10th Grade/Non Low-Income","REDACTED",,"355",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","10th Grade","Non-SWD","All Students","Female/10th Grade/Non-SWD","REDACTED",,"390",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","10th Grade","Students with Disabilities","All Students","Female/10th Grade/Students with Disabilities","REDACTED",,"56",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","11th Grade","All Students","All Students","Female/11th Grade","REDACTED",,"359",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","11th Grade","Active EL Students","All Students","Female/11th Grade/Active EL Students","REDACTED",,,
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","11th Grade","Low-Income","All Students","Female/11th Grade/Low-Income","REDACTED",,"73",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","11th Grade","Non-EL Students","All Students","Female/11th Grade/Non-EL Students","REPORTED","6","330","1.8"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","11th Grade","Non-Foster Care","All Students","Female/11th Grade/Non-Foster Care","REPORTED","7","359","1.9"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","11th Grade","Non-Homeless","All Students","Female/11th Grade/Non-Homeless","REPORTED","7","351","2"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","11th Grade","Non Low-Income","All Students","Female/11th Grade/Non Low-Income","REDACTED",,"286",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","11th Grade","Non-SWD","All Students","Female/11th Grade/Non-SWD","REPORTED","6","309","1.9"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","11th Grade","Students with Disabilities","All Students","Female/11th Grade/Students with Disabilities","REDACTED",,"50",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","All Students","All Students","Female","REPORTED","18","1,570","1.1"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","Active EL Students","All Students","Female/Active EL Students","REDACTED",,"40",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","Homeless","All Students","Female/Homeless","REDACTED",,"24",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","Low-Income","All Students","Female/Low-Income","REPORTED","9","329","2.7"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","Non-EL Students","All Students","Female/Non-EL Students","REPORTED","17","1,410","1.2"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","Non-Foster Care","All Students","Female/Non-Foster Care","REPORTED","18","1,568","1.1"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","Non-Homeless","All Students","Female/Non-Homeless","REPORTED","17","1,546","1.1"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","Non Low-Income","All Students","Female/Non Low-Income","REPORTED","9","1,241","0.7"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","Non-SWD","All Students","Female/Non-SWD","REPORTED","11","1,362","0.8"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Female","All Students","Students with Disabilities","All Students","Female/Students with Disabilities","REPORTED","7","208","3.4"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","9th Grade","All Students","All Students","Male/9th Grade","REDACTED",,"452",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","9th Grade","Non-EL Students","All Students","Male/9th Grade/Non-EL Students","REDACTED",,"409",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","9th Grade","Non-Foster Care","All Students","Male/9th Grade/Non-Foster Care","REDACTED",,"451",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","9th Grade","Non-Homeless","All Students","Male/9th Grade/Non-Homeless","REDACTED",,"446",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","9th Grade","Non Low-Income","All Students","Male/9th Grade/Non Low-Income","REDACTED",,"330",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","9th Grade","Non-SWD","All Students","Male/9th Grade/Non-SWD","REDACTED",,"342",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","10th Grade","All Students","All Students","Male/10th Grade","REDACTED",,"385",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","10th Grade","Active EL Students","All Students","Male/10th Grade/Active EL Students","REDACTED",,"16",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","10th Grade","Low-Income","All Students","Male/10th Grade/Low-Income","REDACTED",,"79",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","10th Grade","Non-EL Students","All Students","Male/10th Grade/Non-EL Students","REDACTED",,"340",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","10th Grade","Non-Foster Care","All Students","Male/10th Grade/Non-Foster Care","REDACTED",,"383",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","10th Grade","Non-Homeless","All Students","Male/10th Grade/Non-Homeless","REDACTED",,"383",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","10th Grade","Non Low-Income","All Students","Male/10th Grade/Non Low-Income","REDACTED",,"306",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","10th Grade","Non-SWD","All Students","Male/10th Grade/Non-SWD","REDACTED",,"295",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","10th Grade","Students with Disabilities","All Students","Male/10th Grade/Students with Disabilities","REDACTED",,"90",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","11th Grade","All Students","All Students","Male/11th Grade","REDACTED",,"389",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","11th Grade","Non-EL Students","All Students","Male/11th Grade/Non-EL Students","REDACTED",,"358",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","11th Grade","Non-Foster Care","All Students","Male/11th Grade/Non-Foster Care","REDACTED",,"388",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","11th Grade","Non-Homeless","All Students","Male/11th Grade/Non-Homeless","REDACTED",,"380",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","11th Grade","Non Low-Income","All Students","Male/11th Grade/Non Low-Income","REDACTED",,"338",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","11th Grade","Students with Disabilities","All Students","Male/11th Grade/Students with Disabilities","REDACTED",,"84",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","12th Grade","All Students","All Students","Male/12th Grade","REDACTED",,"319",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","12th Grade","Low-Income","All Students","Male/12th Grade/Low-Income","REDACTED",,"40",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","12th Grade","Non-EL Students","All Students","Male/12th Grade/Non-EL Students","REDACTED",,"294",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","12th Grade","Non-Foster Care","All Students","Male/12th Grade/Non-Foster Care","REDACTED",,"319",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","12th Grade","Non-Homeless","All Students","Male/12th Grade/Non-Homeless","REDACTED",,"316",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","12th Grade","Non Low-Income","All Students","Male/12th Grade/Non Low-Income","REDACTED",,"279",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","12th Grade","Non-SWD","All Students","Male/12th Grade/Non-SWD","REDACTED",,"263",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","12th Grade","Students with Disabilities","All Students","Male/12th Grade/Students with Disabilities","REDACTED",,"56",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","All Students","All Students","All Students","Male","REPORTED","15","1,545","1"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","All Students","Active EL Students","All Students","Male/Active EL Students","REDACTED",,"41",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","All Students","Low-Income","All Students","Male/Low-Income","REDACTED",,"292",
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","All Students","Non-EL Students","All Students","Male/Non-EL Students","REPORTED","14","1,401","1"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","All Students","Non-Foster Care","All Students","Male/Non-Foster Care","REPORTED","15","1,541","1"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","All Students","Non-Homeless","All Students","Male/Non-Homeless","REPORTED","15","1,525","1"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","All Students","Non Low-Income","All Students","Male/Non Low-Income","REPORTED","11","1,253","0.9"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","All Students","Non-SWD","All Students","Male/Non-SWD","REPORTED","10","1,205","0.8"
"2022","31","Brandywine School District","0","Brandywine School District","All Students","Male","All Students","Students with Disabilities","All Students","Male/Students with Disabilities","REPORTED","5","340","1.5"
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","9th Grade","All Students","All Students","Hispanic/Latino/9th Grade","REDACTED",,"20",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","9th Grade","Low-Income","All Students","Hispanic/Latino/9th Grade/Low-Income","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","9th Grade","Non-EL Students","All Students","Hispanic/Latino/9th Grade/Non-EL Students","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","9th Grade","Non-Foster Care","All Students","Hispanic/Latino/9th Grade/Non-Foster Care","REDACTED",,"19",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","9th Grade","Non-Homeless","All Students","Hispanic/Latino/9th Grade/Non-Homeless","REDACTED",,"20",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","9th Grade","Non-SWD","All Students","Hispanic/Latino/9th Grade/Non-SWD","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","10th Grade","All Students","All Students","Hispanic/Latino/10th Grade","REDACTED",,"24",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","10th Grade","Active EL Students","All Students","Hispanic/Latino/10th Grade/Active EL Students","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","10th Grade","Non-Foster Care","All Students","Hispanic/Latino/10th Grade/Non-Foster Care","REDACTED",,"24",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","10th Grade","Non-Homeless","All Students","Hispanic/Latino/10th Grade/Non-Homeless","REDACTED",,"24",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","10th Grade","Non Low-Income","All Students","Hispanic/Latino/10th Grade/Non Low-Income","REDACTED",,"18",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","10th Grade","Students with Disabilities","All Students","Hispanic/Latino/10th Grade/Students with Disabilities","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","11th Grade","All Students","All Students","Hispanic/Latino/11th Grade","REDACTED",,"21",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","11th Grade","Non-EL Students","All Students","Hispanic/Latino/11th Grade/Non-EL Students","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","11th Grade","Non-Foster Care","All Students","Hispanic/Latino/11th Grade/Non-Foster Care","REDACTED",,"21",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","11th Grade","Non-Homeless","All Students","Hispanic/Latino/11th Grade/Non-Homeless","REDACTED",,"21",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","11th Grade","Non Low-Income","All Students","Hispanic/Latino/11th Grade/Non Low-Income","REDACTED",,"18",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","11th Grade","Non-SWD","All Students","Hispanic/Latino/11th Grade/Non-SWD","REDACTED",,"17",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","REDACTED",,"84",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","All Students","Active EL Students","All Students","Hispanic/Latino/Active EL Students","REDACTED",,"15",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","All Students","Low-Income","All Students","Hispanic/Latino/Low-Income","REDACTED",,"20",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","All Students","Non-EL Students","All Students","Hispanic/Latino/Non-EL Students","REDACTED",,"36",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","All Students","Non-Foster Care","All Students","Hispanic/Latino/Non-Foster Care","REDACTED",,"83",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","All Students","Non-Homeless","All Students","Hispanic/Latino/Non-Homeless","REDACTED",,"84",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","All Students","Non Low-Income","All Students","Hispanic/Latino/Non Low-Income","REDACTED",,"64",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","All Students","Non-SWD","All Students","Hispanic/Latino/Non-SWD","REDACTED",,"71",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","All Students","All Students","Students with Disabilities","All Students","Hispanic/Latino/Students with Disabilities","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","9th Grade","All Students","All Students","Hispanic/Latino/Female/9th Grade","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","9th Grade","Low-Income","All Students","Hispanic/Latino/Female/9th Grade/Low-Income","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","9th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/9th Grade/Non-EL Students","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","9th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/9th Grade/Non-Foster Care","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","9th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/9th Grade/Non-Homeless","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","9th Grade","Non-SWD","All Students","Hispanic/Latino/Female/9th Grade/Non-SWD","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","All Students","All Students","All Students","Hispanic/Latino/Female","REDACTED",,"48",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","All Students","Low-Income","All Students","Hispanic/Latino/Female/Low-Income","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","All Students","Non-EL Students","All Students","Hispanic/Latino/Female/Non-EL Students","REDACTED",,"19",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","All Students","Non-Foster Care","All Students","Hispanic/Latino/Female/Non-Foster Care","REDACTED",,"48",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","All Students","Non-Homeless","All Students","Hispanic/Latino/Female/Non-Homeless","REDACTED",,"48",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Female","All Students","Non-SWD","All Students","Hispanic/Latino/Female/Non-SWD","REDACTED",,"39",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","10th Grade","All Students","All Students","Hispanic/Latino/Male/10th Grade","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","10th Grade","Active EL Students","All Students","Hispanic/Latino/Male/10th Grade/Active EL Students","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","10th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/10th Grade/Non-Foster Care","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","10th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/10th Grade/Non-Homeless","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","10th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/10th Grade/Non Low-Income","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","10th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/10th Grade/Students with Disabilities","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","11th Grade","All Students","All Students","Hispanic/Latino/Male/11th Grade","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","11th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/11th Grade/Non-EL Students","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","11th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/11th Grade/Non-Foster Care","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","11th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/11th Grade/Non-Homeless","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","11th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/11th Grade/Non Low-Income","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","11th Grade","Non-SWD","All Students","Hispanic/Latino/Male/11th Grade/Non-SWD","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","All Students","All Students","All Students","Hispanic/Latino/Male","REDACTED",,"36",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","All Students","Active EL Students","All Students","Hispanic/Latino/Male/Active EL Students","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","All Students","Non-EL Students","All Students","Hispanic/Latino/Male/Non-EL Students","REDACTED",,"17",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","All Students","Non-Foster Care","All Students","Hispanic/Latino/Male/Non-Foster Care","REDACTED",,"35",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","All Students","Non-Homeless","All Students","Hispanic/Latino/Male/Non-Homeless","REDACTED",,"36",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","All Students","Non Low-Income","All Students","Hispanic/Latino/Male/Non Low-Income","REDACTED",,"28",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","All Students","Non-SWD","All Students","Hispanic/Latino/Male/Non-SWD","REDACTED",,"32",
"2022","31","Brandywine School District","190","Brandywine High School","Hispanic/Latino","Male","All Students","Students with Disabilities","All Students","Hispanic/Latino/Male/Students with Disabilities","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","9th Grade","All Students","All Students","African American/9th Grade","REDACTED",,"136",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","9th Grade","Non-EL Students","All Students","African American/9th Grade/Non-EL Students","REDACTED",,"131",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","9th Grade","Non-Foster Care","All Students","African American/9th Grade/Non-Foster Care","REDACTED",,"136",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","9th Grade","Non-Homeless","All Students","African American/9th Grade/Non-Homeless","REDACTED",,"131",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","9th Grade","Non Low-Income","All Students","African American/9th Grade/Non Low-Income","REDACTED",,"75",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","9th Grade","Non-SWD","All Students","African American/9th Grade/Non-SWD","REDACTED",,"101",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","10th Grade","All Students","All Students","African American/10th Grade","REDACTED",,"109",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","10th Grade","Low-Income","All Students","African American/10th Grade/Low-Income","REDACTED",,"38",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","10th Grade","Non-EL Students","All Students","African American/10th Grade/Non-EL Students","REDACTED",,"107",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","10th Grade","Non-Foster Care","All Students","African American/10th Grade/Non-Foster Care","REDACTED",,"109",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","10th Grade","Non-Homeless","All Students","African American/10th Grade/Non-Homeless","REDACTED",,"108",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","10th Grade","Non Low-Income","All Students","African American/10th Grade/Non Low-Income","REDACTED",,"71",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","10th Grade","Students with Disabilities","All Students","African American/10th Grade/Students with Disabilities","REDACTED",,"32",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","All Students","All Students","All Students","African American","REDACTED",,"384",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","All Students","Low-Income","All Students","African American/Low-Income","REDACTED",,"143",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","All Students","Non-EL Students","All Students","African American/Non-EL Students","REDACTED",,"374",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","All Students","Non-Foster Care","All Students","African American/Non-Foster Care","REDACTED",,"383",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","All Students","Non-Homeless","All Students","African American/Non-Homeless","REDACTED",,"375",
"2022","39","POLYTECH School District","652","POLYTECH High School","All Students","Male","All Students","Non-EL Students","All Students","Male/Non-EL Students","REDACTED",,"525",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","All Students","Non Low-Income","All Students","African American/Non Low-Income","REDACTED",,"241",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","All Students","Non-SWD","All Students","African American/Non-SWD","REDACTED",,"280",
"2022","31","Brandywine School District","190","Brandywine High School","African American","All Students","All Students","Students with Disabilities","All Students","African American/Students with Disabilities","REDACTED",,"104",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","9th Grade","All Students","All Students","African American/Female/9th Grade","REDACTED",,"68",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","9th Grade","Non-EL Students","All Students","African American/Female/9th Grade/Non-EL Students","REDACTED",,"65",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","9th Grade","Non-Foster Care","All Students","African American/Female/9th Grade/Non-Foster Care","REDACTED",,"68",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","9th Grade","Non-Homeless","All Students","African American/Female/9th Grade/Non-Homeless","REDACTED",,"65",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","9th Grade","Non Low-Income","All Students","African American/Female/9th Grade/Non Low-Income","REDACTED",,"41",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","9th Grade","Non-SWD","All Students","African American/Female/9th Grade/Non-SWD","REDACTED",,"51",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","10th Grade","All Students","All Students","African American/Female/10th Grade","REDACTED",,"55",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","10th Grade","Non-EL Students","All Students","African American/Female/10th Grade/Non-EL Students","REDACTED",,"53",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","10th Grade","Non-Foster Care","All Students","African American/Female/10th Grade/Non-Foster Care","REDACTED",,"55",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","10th Grade","Non-Homeless","All Students","African American/Female/10th Grade/Non-Homeless","REDACTED",,"55",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","10th Grade","Non Low-Income","All Students","African American/Female/10th Grade/Non Low-Income","REDACTED",,"40",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","10th Grade","Students with Disabilities","All Students","African American/Female/10th Grade/Students with Disabilities","REDACTED",,"15",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","All Students","All Students","All Students","African American/Female","REDACTED",,"194",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","All Students","Non-EL Students","All Students","African American/Female/Non-EL Students","REDACTED",,"187",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","All Students","Non-Foster Care","All Students","African American/Female/Non-Foster Care","REDACTED",,"193",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","All Students","Non-Homeless","All Students","African American/Female/Non-Homeless","REDACTED",,"190",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","All Students","Non Low-Income","All Students","African American/Female/Non Low-Income","REDACTED",,"131",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","All Students","Non-SWD","All Students","African American/Female/Non-SWD","REDACTED",,"150",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Female","All Students","Students with Disabilities","All Students","African American/Female/Students with Disabilities","REDACTED",,"44",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","10th Grade","All Students","All Students","African American/Male/10th Grade","REDACTED",,"54",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","10th Grade","Low-Income","All Students","African American/Male/10th Grade/Low-Income","REDACTED",,"23",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","10th Grade","Non-EL Students","All Students","African American/Male/10th Grade/Non-EL Students","REDACTED",,"54",
